term_name,description,field_authority_link,field_unique_id
College presidents,,fast%%http://id.worldcat.org/fast/867876,557448f6-fa11-4bb7-9084-7e57bd7376ce
College sports,,fast%%http://id.worldcat.org/fast/867925,2cd363cb-c83c-48d3-a736-92cdfe55ec1e
College student newspapers and periodicals,,fast%%http://id.worldcat.org/fast/867966,ee26bb37-affe-438f-9c8f-4d73f28c6fc3
College student orientation,,fast%%http://id.worldcat.org/fast/867971,5ded059f-985a-469f-8fca-499c0f28978b
College students--Decision making,,fast%%http://id.worldcat.org/fast/867994,a189d391-e357-4e96-8ebc-24c520e22313
College students--Economic conditions,,fast%%http://id.worldcat.org/fast/868000,e1937894-792b-43fc-8493-2ec5ceaa79fe
College students--Employment,,fast%%http://id.worldcat.org/fast/868002,50388403-8498-4ba8-80a9-6ed11f65d8d9
College students--Family relationships,,fast%%http://id.worldcat.org/fast/868006,308524a8-e1e4-4ea6-80cf-1d711a54cd6a
College students--Housing,,fast%%http://id.worldcat.org/fast/868014,3b251e2a-dd31-4c55-9f5a-499c5adb0702
College students--Mental health,,fast%%http://id.worldcat.org/fast/868023,e1d44e57-7840-410d-b8d4-46e329bc4a39
College students--Political activity,,fast%%http://id.worldcat.org/fast/868026,7c365891-9972-469b-be05-35339c7242b8
College students--Religion,,fast%%http://id.worldcat.org/fast/868039,8d9a96cd-fc91-4d9d-a05e-5b7751aee184
College students--Religious life,,fast%%http://id.worldcat.org/fast/868040,b35dd354-e350-4495-8877-24ba7e6b88a5
"College students--Scholarships, fellowships, etc.",,fast%%http://id.worldcat.org/fast/868043,5eba9679-2a3a-4428-b802-71316720ea0c
College students--Services for,,fast%%http://id.worldcat.org/fast/868044,d41960a2-6a66-4710-b9bf-3ad820729f0f
College students--Sexual behavior,,fast%%http://id.worldcat.org/fast/868046,e5a617f4-cd19-4a1b-b84f-41abe4a076e9
College students--Social life and customs,,fast%%http://id.worldcat.org/fast/868051,5cbebb8e-c98d-4e56-9b30-45d7167303bb
College students--Societies and clubs,,fast%%http://id.worldcat.org/fast/868054,c94df9a5-8e2a-463c-8d1d-38e4a7b72c42
College students--Time management,,fast%%http://id.worldcat.org/fast/868065,5da27144-2744-46aa-b150-62373bea0d59
College students--Transfer,,fast%%http://id.worldcat.org/fast/868068,0547fb35-7e63-458d-8bae-e14e2d94df8f
"College students, Black",,fast%%http://id.worldcat.org/fast/868108,548fdbed-9e84-4b75-b6ec-d3edd34bd231
College students,,fast%%http://id.worldcat.org/fast/867976,fbad7aa5-3cd6-4714-a6f1-7fd331cfc4f4
College teachers--Tenure,,fast%%http://id.worldcat.org/fast/868174,1e4bf7e1-ab09-409b-8b73-34ce808562b0
College teachers,,fast%%http://id.worldcat.org/fast/868114,4be2542f-d31f-4c39-82a6-fecb25e933ea
College theater,,fast%%http://id.worldcat.org/fast/868221,ef670a8f-a4c3-4e67-a23d-096ffeacbbc1
College trustees,,fast%%http://id.worldcat.org/fast/868224,fbf25b81-495f-4a97-9222-400d96411149
College yearbooks,,fast%%http://id.worldcat.org/fast/868254,99e4c952-8ef8-4188-b906-b24feeb9b389
Combat--Physiological aspects,,fast%%http://id.worldcat.org/fast/868933,31186991-1a24-4141-89c9-ebfc4c4a7414
Combat--Psychological aspects,,fast%%http://id.worldcat.org/fast/868934,ffa724ec-a8bd-4bef-904e-9d15296002a8
Comets,,fast%%http://id.worldcat.org/fast/869108,879f02fa-ad9e-4094-a3de-a112342f9802
Coming out (Sexual orientation),,fast%%http://id.worldcat.org/fast/869198,a03b84a6-41e0-4d15-86c0-243cad35f101
Commencement ceremonies,,fast%%http://id.worldcat.org/fast/869276,37309b76-5f1c-4b7f-ba2c-fbdc96efced5
Commercial law,,fast%%http://id.worldcat.org/fast/869502,7653f7ee-eaa6-45fb-9bfc-ef4521745150
Communicable diseases,,fast%%http://id.worldcat.org/fast/869883,ebf886e2-8543-441a-bdee-c7e3e05a47fc
Communism,,fast%%http://id.worldcat.org/fast/870421,f65c0efd-36bd-47e6-a66e-284c2a301b33
Community and college,,fast%%http://id.worldcat.org/fast/870663,5f5b3a87-a33a-4b15-8d2c-6f9d40eae3b4
Community colleges,,fast%%http://id.worldcat.org/fast/870755,79a9b23f-971e-458a-963c-3bd8c0d6b1e8
"Community development, Urban",,fast%%http://id.worldcat.org/fast/870882,1ed05da4-bca6-43c5-bb52-5ee6abd548d6
Commuting college students,,fast%%http://id.worldcat.org/fast/871251,1a5193d0-a213-41c5-b53d-dfb95a28cbae
Computer engineering,,fast%%http://id.worldcat.org/fast/872078,e8e5ea58-bed6-4cd3-8375-efc58db97eec
Computer music,,fast%%http://id.worldcat.org/fast/872274,d4e72d47-b09e-469a-bdc9-1091ef8ed07b
Computer programming,,fast%%http://id.worldcat.org/fast/872390,c122a94d-6d77-45a9-8535-0f9871a2296a
Computer programs,,fast%%http://id.worldcat.org/fast/872410,dfab071e-715d-4c8b-98dd-5d531a543582
Computers,,fast%%http://id.worldcat.org/fast/872776,ba8f8702-48ec-4501-9a46-e479d8f28b3d
Concrete bridges,,fast%%http://id.worldcat.org/fast/1715656,e515229a-6759-4ac5-9d4a-b743ba02fb07
Concrete,,fast%%http://id.worldcat.org/fast/874126,e71c0b3b-53a1-45c9-999d-87f68ee20dea
Conductors (Music),,fast%%http://id.worldcat.org/fast/874600,4a5b9d81-1008-49f0-87d4-ea324f8c488d
Congenital heart disease,,fast%%http://id.worldcat.org/fast/875104,4c46b3c2-e163-4700-877f-3967c23505df
Conjoined twins,,fast%%http://id.worldcat.org/fast/875301,2577eeec-a318-48d9-9d78-4fd0699b98e0
Conservation and restoration,,fast%%http://id.worldcat.org/fast/1352535,fba4a240-b6cb-46d6-9720-37a333cdd5f8
Conservatories of music,,fast%%http://id.worldcat.org/fast/875626,df5a97df-25f0-4e47-8972-fd1ee93479e1
Constellations,,fast%%http://id.worldcat.org/fast/875735,b7c1815b-9254-40b1-aab3-d99739da41da
Constitution (United States),,fast%%http://id.worldcat.org/fast/1356075,e504d94c-6322-4a62-9bdf-7a8fd6d1652d
Construction industry,,fast%%http://id.worldcat.org/fast/875964,02de909f-1572-4ed9-991f-63dc43872f6d
Contracts for work and labor,,fast%%http://id.worldcat.org/fast/877017,cdf1f49b-3f1a-4fdc-a1a4-87265dd7b7a5
Cooking on ships,,fast%%http://id.worldcat.org/fast/1754861,15a6bd79-2eee-4b62-8bb8-c11ed7cd0639
"Cooking, Cuban",,fast%%http://id.worldcat.org/fast/1753299,1bd88b87-709f-4e2c-8103-7e4251934922
Cooks,,fast%%http://id.worldcat.org/fast/878051,c74102d5-b4c1-40df-9d74-fdf57ae5fb33
Coronary circulation,,fast%%http://id.worldcat.org/fast/879531,ceef7e0f-8f06-4a03-a4e5-e52e509765da
Cosmic rays,,fast%%http://id.worldcat.org/fast/880568,bede9717-ef88-42a9-80a9-c42d0eb2f1e8
Counseling in higher education,,fast%%http://id.worldcat.org/fast/881262,4707c0b3-7ef2-4988-a221-030298f47229
Country clubs,,fast%%http://id.worldcat.org/fast/881368,84f634a9-e35c-4b62-b4d4-7bbc982a2eea
Coup d'état (Chile : 1973),,fast%%http://id.worldcat.org/fast/1352564,cd1902b5-7c0d-467c-bd23-d031c7bbbfa4
COVID-19 (Disease),,fast%%http://id.worldcat.org/fast/1984643,a73cbec5-68b8-4797-9499-7faed213a876
COVID-19 Pandemic (2020-),,fast%%http://id.worldcat.org/fast/2024716,2780168d-cd8a-4980-b58f-e339d18b8e06
CPR (First aid),,fast%%http://id.worldcat.org/fast/843447,e51f2919-fd91-421d-81ca-6056c6ccfa50
Cracking process,,fast%%http://id.worldcat.org/fast/882134,bc26c713-4e2b-4668-9145-adf688480809
Cram schools,,fast%%http://id.worldcat.org/fast/882149,21cea8d2-2006-4a49-b8c5-2e8bd8405bfa
Creative writing (Higher education),,fast%%http://id.worldcat.org/fast/882513,ed1e6e91-3161-4a93-a36a-ccd731958e06
Creative writing--Study and teaching,,fast%%http://id.worldcat.org/fast/882503,2cd4ca10-f4a0-4fbe-bdc9-065e5e0b32de
Criminal investigation,,fast%%http://id.worldcat.org/fast/883201,3cc53f28-5629-4ddc-8252-bfb0865e7d94
Crisis management in government--Simulation methods,,fast%%http://id.worldcat.org/fast/883634,d14db9b6-f948-4f85-807d-ea205f53365a
Criticism and interpretation,,fast%%http://id.worldcat.org/fast/1198648,76ae06c9-2f38-490e-9bd5-0ae75a24d3af
Crops and climate,,fast%%http://id.worldcat.org/fast/884075,1a8ef11c-6fd5-43c5-88a1-2f8ecac02fba
Cross-country running,,fast%%http://id.worldcat.org/fast/884136,bdaf454b-283e-433d-94b4-c916eb76643a
Crystallography,,fast%%http://id.worldcat.org/fast/884652,6b48cfb5-350f-4509-b88f-220c458314fa
Crystals,,fast%%http://id.worldcat.org/fast/884667,26514e28-6cfe-4b88-b3b1-f0ffe8bdfec2
Cuban Americans,,fast%%http://id.worldcat.org/fast/884777,900f8a86-f48c-4b1e-ad14-22527e4ec67f
Cuban Missile Crisis (1962),,fast%%http://id.worldcat.org/fast/884799,d6c8cce6-4dd8-4488-9e26-9f5811bb19de
Cultural pluralism,,fast%%http://id.worldcat.org/fast/1715991,50f69c73-f9fe-46cb-a535-d27b81297200
Cyclones--Tracking,,fast%%http://id.worldcat.org/fast/885969,b1396c04-1291-4ca9-af5f-400b33d41b85
Cyclotrons,,fast%%http://id.worldcat.org/fast/886021,2a7c4861-e57b-4e78-aea6-c5c81b653f97
Cytology,,fast%%http://id.worldcat.org/fast/886282,1e7cd752-0ebb-48f5-a371-789a7139fe56
Dairy cattle--Breeding,,fast%%http://id.worldcat.org/fast/886811,7b886db8-ad70-4f3e-989b-34184bc3d566
Dance,,fast%%http://id.worldcat.org/fast/887402,7d15a57f-de2a-427c-98f1-e9c25f0a37a8
Dating (Social customs),,fast%%http://id.worldcat.org/fast/888094,98ff5549-9d47-41ef-a737-52191dd37276
Daylight--Measurement,,fast%%http://id.worldcat.org/fast/888299,389a6a0d-073e-42c0-8a89-47ae9c257d91
Deaf children,,fast%%http://id.worldcat.org/fast/888538,246dcb50-748e-4111-bc6f-59135c5df1ef
Deans (Education),,fast%%http://id.worldcat.org/fast/888606,39ab4dbd-9a44-4b40-ba2d-a22f7ada5f5b
Debates and debating,,fast%%http://id.worldcat.org/fast/888743,ee4eff0b-e0bc-49b7-8329-736530615a90
Declaration of Independence (United States),,fast%%http://id.worldcat.org/fast/1356069,c0aeec79-a5c2-4b65-ace9-aacd6bf87b07
Deep diving,,fast%%http://id.worldcat.org/fast/889476,d7aabc3d-ffef-4dda-8076-ddca81cff6d9
Defense contracts,,fast%%http://id.worldcat.org/fast/889611,04a2e191-6328-4064-9c4d-e0020bede04c
Defibrillators,,fast%%http://id.worldcat.org/fast/889720,8bf69359-25ff-4349-b293-877a72ad8f51
"Degrees, Academic",,fast%%http://id.worldcat.org/fast/889815,703f4cae-02c4-4436-bcd8-f6253f25f1f5
Dental caries--Prevention,,fast%%http://id.worldcat.org/fast/890427,882f2692-a6eb-4af6-9aec-7853b0d593bc
Depressions,,fast%%http://id.worldcat.org/fast/890969,31c29f66-9744-4d11-bdc9-f1b8544a6790
Dermatologists,,fast%%http://id.worldcat.org/fast/891058,ddf9c46a-a447-4470-8ff7-ccb62b334e75
Dermatology,,fast%%http://id.worldcat.org/fast/891059,06489f5b-f1dd-47bc-b253-261a47fbd1b9
Detergents,,fast%%http://id.worldcat.org/fast/891636,0788f299-a028-48a2-b1f3-6848e94fda3c
Devonian Geologic Period,,fast%%http://id.worldcat.org/fast/1352702,879e08b4-bfd4-485f-9eae-8f4a60ab05d5
"Diagnosis, Fluoroscopic",,fast%%http://id.worldcat.org/fast/892306,51d4ef04-1b4d-44db-ae87-e6e5ea12b0f6
Diatoms,,fast%%http://id.worldcat.org/fast/892736,d95fbef6-5624-44ab-b0a7-592dd3361ad4
Dielectrics--Research,,fast%%http://id.worldcat.org/fast/893128,ed1955a1-aafc-4392-a115-67aeb889bc41
Diffraction gratings,,fast%%http://id.worldcat.org/fast/893518,d964621e-d6b4-47eb-bb8e-c6686de4a700
Disabled veterans,,fast%%http://id.worldcat.org/fast/894659,00a1b4bb-a940-4dec-b5ea-c8f4baae583e
Disaster medicine--Planning,,fast%%http://id.worldcat.org/fast/894727,fd59eb03-2ccb-4aea-8281-5b846af38dbe
Disaster medicine,,fast%%http://id.worldcat.org/fast/894725,75470c87-8a35-4d1d-9ccb-2d41be292b83
Discoveries in geography,,fast%%http://id.worldcat.org/fast/894950,ee2fd0a9-c85e-4d05-886b-c0dbc944e459
Discoveries in science,,fast%%http://id.worldcat.org/fast/894959,f17f269f-cf17-458f-8ff5-8a1167145d3d
"Discovery and exploration, American",,fast%%http://id.worldcat.org/fast/1352743,7f25f422-4011-4efb-acea-09b906e62526
Discrimination in employment,,fast%%http://id.worldcat.org/fast/895050,67349d26-d3f7-497d-9fe7-b16c4877418d
Discrimination in higher education,,fast%%http://id.worldcat.org/fast/895076,5b212077-3b05-48a8-9564-5d4a046b6d99
Discrimination in housing,,fast%%http://id.worldcat.org/fast/895081,facaf3fc-8391-4ee5-bddf-9f2f0ff7a333
Discrimination in sports,,fast%%http://id.worldcat.org/fast/895130,24b75090-852a-4edf-9ab1-f3133bfad011
Distance education,,fast%%http://id.worldcat.org/fast/895456,6b73dbe6-b448-46cd-8a1e-ade3ccfc0720
Distillation,,fast%%http://id.worldcat.org/fast/895502,8f707686-c59e-4121-8812-06d14bb417d9
Diversity in the workplace,,fast%%http://id.worldcat.org/fast/895719,0b880696-e612-4ce1-b91b-00f635c9bf98
Divina commedia (Dante Alighieri),,fast%%http://id.worldcat.org/fast/1356246,f5680145-d2c2-467b-ba64-128981c39734
Divorce,,fast%%http://id.worldcat.org/fast/895809,6dee7ebf-4343-42b7-bdf5-559adfbaae3d
Docks,,fast%%http://id.worldcat.org/fast/896024,155134e9-797d-4550-8fe2-9d823f041212
Doctor of philosophy degree,,fast%%http://id.worldcat.org/fast/896050,d37ddadb-3e9d-45fe-9f19-5c1f15382301
Dog leashes,,fast%%http://id.worldcat.org/fast/1893526,21e8a03a-0430-47ba-a699-92e6d7392a3b
Dog shows,,fast%%http://id.worldcat.org/fast/896207,0090bd53-f2ea-4d3e-88db-1bb1c15c7ad5
Dogs--Elimination training,,fast%%http://id.worldcat.org/fast/896295,fac409df-dc23-4df8-b48f-d76e2b904e6a
Dogs--Training,,fast%%http://id.worldcat.org/fast/896358,bbc886c3-8a5c-4cbe-813f-8511dbd2af6a
"Don Quixote (Cervantes Saavedra, Miguel de)",,fast%%http://id.worldcat.org/fast/1356104,7187685d-551b-4c28-b5c4-b63a8965ccd4
Doppler navigation,,fast%%http://id.worldcat.org/fast/896949,e76a381d-7343-4abb-930b-25c83898b1ac
Doppler radar,,fast%%http://id.worldcat.org/fast/896950,e9a0c2ef-d9b2-4334-8cba-8c4f062eca87
Dormitories,,fast%%http://id.worldcat.org/fast/896981,e510dbff-5159-4107-ab32-2b8027fd5152
Dormitory life,,fast%%http://id.worldcat.org/fast/896997,5ea4e9ec-557f-41da-834e-8e7c6a4365d1
Drama,,fast%%http://id.worldcat.org/fast/897468,f46fab06-543d-4603-85e8-41b884e452d1
Dress codes,,fast%%http://id.worldcat.org/fast/897979,b2c9fc15-b522-4448-986e-89cbd55e1f22
Dried foods,,fast%%http://id.worldcat.org/fast/898042,a676e0ed-1c78-47b0-9f8a-c38e27d0b1e9
Drift,,fast%%http://id.worldcat.org/fast/898076,c9110214-aeef-44dc-9c01-7ef8a7b3385f
Drugstores,,fast%%http://id.worldcat.org/fast/899005,aad75b26-dc0c-4d27-8e47-677464f9c8f3
Earthquake engineering,,fast%%http://id.worldcat.org/fast/900825,7de40834-d377-412f-b1f0-63d2835162e9
Earthquakes,,fast%%http://id.worldcat.org/fast/900899,c2705d87-7c17-45e2-a438-e9f2282176d9
Ecology,,fast%%http://id.worldcat.org/fast/901476,47f343f6-3675-47d8-8c5e-fdf73d80eb28
Editing,,fast%%http://id.worldcat.org/fast/902451,63827c47-9086-4eff-b47d-a3c737fa50d3
Education and state,,fast%%http://id.worldcat.org/fast/902835,113ec7b8-222c-4858-b1ef-416976c808ae
Education--Parent participation,,fast%%http://id.worldcat.org/fast/902710,1f0243d1-8f62-4566-a2f3-1363c2aa7861
"Education, Higher--Administration",,fast%%http://id.worldcat.org/fast/903010,10e46e1c-5ead-442c-ba2c-238ca733c523
"Education, Higher--Computer-assisted instruction",,fast%%http://id.worldcat.org/fast/903032,fd7dc87a-8d48-4e45-9f4e-ab5eb6ba80a5
"Education, Higher--Costs",,fast%%http://id.worldcat.org/fast/903036,1051d58e-5c3a-4088-9ed5-fc015cde5233
"Education, Higher",,fast%%http://id.worldcat.org/fast/903005,18d67cae-bcb7-4fac-a4e4-348974dc5016
"Education, Humanistic",,fast%%http://id.worldcat.org/fast/903134,67133b2c-8e23-4869-ba60-ee2c4aa7f2b1
"Education, Secondary",,fast%%http://id.worldcat.org/fast/903252,6a604959-16ff-4343-bbf6-e4c4e05c9542
Education,,fast%%http://id.worldcat.org/fast/902499,26a958b5-1255-4914-b540-fb145b73cf30
Educational fund raising,,fast%%http://id.worldcat.org/fast/903460,97816258-e7c3-4758-9549-4360259d3de8
Educational psychology,,fast%%http://id.worldcat.org/fast/903571,6a1ace54-8cac-461a-bfb4-9d6ece8496cc
Educational sociology--Research,,fast%%http://id.worldcat.org/fast/903604,731f7e08-41e4-49d1-a1d7-38c5f18d74c8
Educational sociology--Study and teaching,,fast%%http://id.worldcat.org/fast/903605,88b4f9a5-5aad-47d6-b481-e8d142071ac4
Educational sociology,,fast%%http://id.worldcat.org/fast/903596,49cead3c-7ae0-4c78-908a-d15efd8bfe0d
Educational tests and measurements,,fast%%http://id.worldcat.org/fast/903660,798e293a-e035-4772-81f7-24f6d1960767
Eggs--Quality,,fast%%http://id.worldcat.org/fast/903877,4a16b9ec-d15d-4edb-a5b6-12c26e33add2
Eighteen eighties,,fast%%http://id.worldcat.org/fast/904045,39a8c2b5-3213-4da2-af22-643ad0cc3fa5
Eighteen fifties,,fast%%http://id.worldcat.org/fast/1762057,4d7b2e25-f961-4e96-86ba-bef051badd17
Eighteen nineties,,fast%%http://id.worldcat.org/fast/904051,7dccbadf-2c67-4d51-8cf8-ca0d75f2313b
Eighteen seventies,,,f98b2001-3579-431b-a2e6-3eaaaaf66b70
Eighteen sixties,,,5e86f38d-d11f-471e-9fe8-2665b01a2a9f
Eighteen thirties,,fast%%http://id.worldcat.org/fast/904054,85831b0f-044a-46f9-b3d2-981d70bfe62d
Election forecasting,,fast%%http://id.worldcat.org/fast/904298,630a5133-e0bf-4f8f-91f7-50d85ec94934
Electric batteries,,fast%%http://id.worldcat.org/fast/904459,2d8b8058-c931-46f3-b44f-5fb8061c03d5
Electric fuses,,fast%%http://id.worldcat.org/fast/904846,0204abff-6691-4d6d-aa1e-253684b6925a
Electrical engineering--Vocational guidance,,fast%%http://id.worldcat.org/fast/1728647,61e00a65-07dd-43d1-af0f-d2c1d6983045
Electrical engineering,,fast%%http://id.worldcat.org/fast/1728596,405b4b12-86e4-4a27-a274-50ca2589d3ba
Electrical engineers,,fast%%http://id.worldcat.org/fast/1728648,0ae43ca6-772b-42cb-8569-28c77b5d6576
Electricity,,fast%%http://id.worldcat.org/fast/906253,642f2a82-10f2-4fc0-a50e-f66ced3d76ee
Electroencephalography,,fast%%http://id.worldcat.org/fast/906445,efac17f0-27bc-45d8-915b-28d5ee190cbd
Electrohydraulic servomechanisms,,fast%%http://id.worldcat.org/fast/906463,7e2263b8-ad79-40a1-bdf7-b891b0f6b500
Electroluminescent devices,,fast%%http://id.worldcat.org/fast/906476,f0d25fbb-ea2c-451c-a49f-972ee2f306ab
Electromagnetic theory,,fast%%http://id.worldcat.org/fast/906570,7f3492be-4493-4fcd-b3ea-322e46a9bc10
Electron accelerators,,fast%%http://id.worldcat.org/fast/906647,ef38458b-005b-410c-a112-e7adb7a2f530
Electronic excitation,,fast%%http://id.worldcat.org/fast/907192,d887a2b5-f9f3-40a9-a80c-b61348b446e0
Electronic music,,fast%%http://id.worldcat.org/fast/907363,89d2bb43-4598-41b5-ad2f-018a22d2089f
Electronic musical instruments,,fast%%http://id.worldcat.org/fast/907371,64f1f930-55f3-4efd-b44e-b7cf57a5ccc5
Elephants in art,,fast%%http://id.worldcat.org/fast/908023,effaa0eb-95a3-4bd1-bf75-133747a42aee
Emergency medicine,,fast%%http://id.worldcat.org/fast/908615,57600051-a4d9-4087-9858-94851efbaf45
Emigration and immigration,,fast%%http://id.worldcat.org/fast/908690,395e957b-d269-47d3-96cf-8626f2b6d363
Emotions in art,,fast%%http://id.worldcat.org/fast/908862,33a13bf0-4c83-419a-8280-e0ab4277800e
Endowments,,fast%%http://id.worldcat.org/fast/909854,bd752160-ef1d-4add-9de8-2a0d89558401
Engineering--Education,,fast%%http://id.worldcat.org/fast/910345,0586b401-abaa-45be-a1e3-54aa8ace4c32
Engineering--Study and teaching (Continuing education),,fast%%http://id.worldcat.org/fast/910428,3b9eb524-5c11-446e-8743-09695ec11839
Engineering,,fast%%http://id.worldcat.org/fast/910312,2c36b0c4-1dc6-4b6b-9728-1b54b7f787b1
Engineers--Education (Higher),,fast%%http://id.worldcat.org/fast/910648,728804f1-85de-427c-a20d-8b4ef51964b8
English language--Study and teaching--Foreign speakers,,fast%%http://id.worldcat.org/fast/911692,4d1e7407-6bac-49a0-b63a-2d992a7588bf
English literature--Study and teaching (Higher),,fast%%http://id.worldcat.org/fast/912189,18b8ea1b-d81d-47a0-8a09-5540b5bb94bf
Entomology,,fast%%http://id.worldcat.org/fast/912735,09a6531c-6ef1-43c8-846d-380354a7b976
Environmental engineering,,fast%%http://id.worldcat.org/fast/912934,1a51b25e-3574-4b47-aa04-357f4aa15313
Environmental sciences,,fast%%http://id.worldcat.org/fast/913474,bdbf87c5-fa54-462f-a325-609c8f98eb2b
Epidemic encephalitis,,fast%%http://id.worldcat.org/fast/914075,10b1356e-f527-47f7-a8c7-7bd1f98c72e6
Epidemiologists,,fast%%http://id.worldcat.org/fast/914089,6e85a974-b79a-4983-8aec-5229cc9a468c
Epidemiology,,fast%%http://id.worldcat.org/fast/914091,a4707979-e0be-4edc-bde2-9cbd125875fb
Epilepsy,,fast%%http://id.worldcat.org/fast/914183,5efef208-57c3-49fc-8d21-0bf905cd85c7
Equal pay for equal work,,fast%%http://id.worldcat.org/fast/914440,27559561-ccdc-4b0e-b7e3-9b0b63b1dbc0
Equipment and supplies,,fast%%http://id.worldcat.org/fast/1352983,2e079d22-c240-454b-8a19-16a10d02e21c
Erosion,,fast%%http://id.worldcat.org/fast/914754,dca13f26-b648-4a4e-8b2f-040963d3ada1
"Eruption of Nevado del Ruiz (Nevado del Ruiz, Colombia : 1985)",,fast%%http://id.worldcat.org/fast/1696728,44a8e3d8-a84e-4a80-8fb1-93aea0a02743
Erythroblastosis fetalis,,fast%%http://id.worldcat.org/fast/915074,929e5ce8-4831-4fbe-92a4-ef57cd1c3020
Estuaries,,fast%%http://id.worldcat.org/fast/915654,bbad83e4-0a15-4f93-a5e5-bf0edc4b3602
Event stratigraphy,,fast%%http://id.worldcat.org/fast/917150,b7e493ec-812f-41d5-bab0-f177678f21da
Evolution,,fast%%http://id.worldcat.org/fast/917265,d1800e80-dda9-416b-8a11-7b76c9fe29a3
Exhaust systems,,fast%%http://id.worldcat.org/fast/918075,bda2b48b-1eec-43d8-a977-f64c25cdd7c1
Exploration of outer space,,fast%%http://id.worldcat.org/fast/1353078,817d549c-de7c-4d03-b8e6-4c502f1a4560
Expressionism (Art),,fast%%http://id.worldcat.org/fast/918895,bee49527-2121-4bd8-916b-a7d5e9086133
Extravehicular activity (Manned space flight),,fast%%http://id.worldcat.org/fast/919052,f5198dc1-58a9-4dd9-b864-d59fb898e58e
Eye--Anatomy,,fast%%http://id.worldcat.org/fast/919120,007c6841-26e0-437d-ab83-87cd2f9f6b35
Eye--Diseases,,fast%%http://id.worldcat.org/fast/919133,a128afba-48ab-4cb3-865b-d25a73f4f3fd
Factory and trade waste,,fast%%http://id.worldcat.org/fast/919720,c3debf6f-f8d0-483b-b110-42b1a30f83f7
Fallacies (Logic),,fast%%http://id.worldcat.org/fast/920044,1ef6dc03-c2e7-44eb-83ba-d04450ec4fb1
Families,,fast%%http://id.worldcat.org/fast/1728849,af00d1db-9cc8-4412-82c4-2f03aa8d5231
Family histories,,fast%%http://id.worldcat.org/fast/1919924,ee83d25e-22ff-42e5-8d66-67b0628c9c32
Family-owned business enterprises--Management,,fast%%http://id.worldcat.org/fast/920580,8140d1a6-6ef6-4492-8f4b-874c60beb33d
Far ultraviolet detectors,,fast%%http://id.worldcat.org/fast/920941,e0f5d018-a2e1-4786-8b08-10057b75c02a
Fear,,fast%%http://id.worldcat.org/fast/922034,550ab8ef-e696-412f-9f01-96a536c8a7c4
Feminism and higher education,,fast%%http://id.worldcat.org/fast/922734,36d41cf8-6c72-4acf-a403-babbbb86c497
Feudalism,,fast%%http://id.worldcat.org/fast/923488,230bc131-8677-4278-b449-534c5c7cea93
Fiction--Technique,,fast%%http://id.worldcat.org/fast/923755,2b4c87c1-ef5e-47f8-a68e-642823627e0d
Fireproofing of wood,,fast%%http://id.worldcat.org/fast/925696,f2e7b353-0347-410e-a58a-a3f72d8e7d44
First-generation college students,,fast%%http://id.worldcat.org/fast/1738294,229cf8a6-6a77-4b71-9eff-c82b568ccfc6
Fisheries,,fast%%http://id.worldcat.org/fast/926051,1abe5835-3be3-422f-ab97-ad06acb35d98
Flags--U.S. states,,fast%%http://id.worldcat.org/fast/926961,ddf69cac-6568-4b99-bcf4-6a7af3c70570
Flame,,fast%%http://id.worldcat.org/fast/926972,94d98536-f562-41e6-83e4-5c6908e47dbb
Flies,,fast%%http://id.worldcat.org/fast/927282,e8ec3a44-97fd-4af9-89ba-46d907b693dc
Fluorine,,fast%%http://id.worldcat.org/fast/928151,4b51c699-1baa-47fe-bdce-9e4d7f590a43
Folk music,,fast%%http://id.worldcat.org/fast/929383,dc179570-ee6a-4e82-98c2-737f71c71e88
Food industry and trade--Employees--Labor unions,,fast%%http://id.worldcat.org/fast/930868,7b4f9df3-c2b6-477c-b385-588496d3f857
Food service employees,,fast%%http://id.worldcat.org/fast/931135,a92a7280-e027-4eb4-b976-4a51462a9c3d
Football,,fast%%http://id.worldcat.org/fast/931362,eb5ab619-c562-49dc-9fa2-72610f370d9b
Foreign study,,fast%%http://id.worldcat.org/fast/931877,cc33c26f-7fd4-4e8c-b86a-55432ebe6384
Forensic anthropology,,fast%%http://id.worldcat.org/fast/931952,77ae9065-869b-4ecd-954b-11a62fedc1c0
Forensic ballistics,,fast%%http://id.worldcat.org/fast/931955,d74c0a06-82a5-46af-b23d-c06969b6a841
Forensic sciences,,fast%%http://id.worldcat.org/fast/932011,6db75b26-ee25-46cf-992f-86894a95fbea
FORTRAN (Computer program language),,fast%%http://id.worldcat.org/fast/919336,d837ce26-a774-468b-a6c4-43802d8b2a06
Fractures--Treatment,,fast%%http://id.worldcat.org/fast/933560,764befd2-751d-423f-a94b-43bc4af388a3
Fraternal organizations,,fast%%http://id.worldcat.org/fast/1430375,ca8bde0b-54ad-4d42-b290-23af03501928
Freedom of religion,,fast%%http://id.worldcat.org/fast/934030,1f85e55d-5bb7-4018-b1d0-3a301a954f4d
Freeze fracturing,,fast%%http://id.worldcat.org/fast/934139,1f9ebc5b-ea26-4125-bd32-e2f68bfc562d
French language--Study and teaching,,fast%%http://id.worldcat.org/fast/934581,c66cc4fb-d73b-4bd4-bf74-deb0ebc86792
Freshwater microbiology,,fast%%http://id.worldcat.org/fast/935065,8ced0c4a-ae7f-4b55-bd4b-4459b70ef053
